wav_filename,text
/home/beomgon/DeepSpeech/data/Zeroth/clips/128_003_0148.wav,ㄱㅡ ㄹㅗ S ㅇㅣㄴ ㅎㅐ S ㅊㅓㅇ ㅅㅗ ㄴㅕㄴ ㄷㅡㄹ ㅇㅡㄹ S ㅂㅣ ㄹㅗㅅ ㅎㅏㄴ S ㅇㅣㄹ ㅂㅏㄴ ㅇㅣㄴ ㄷㅡㄹ ㅇㅡㄴ S ㅇㅓ ㄸㅓㄴ S ㅇㅕㅇ ㅎㅑㅇ ㅇㅡㄹ S ㅂㅏㄷ ㄱㅔ S ㄷㅚㅂ ㄴㅣ ㄲㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/128_003_0148.wav,ㅇㅣ ㄹㅓ ㅇㅣ ㄴㅡㄴ S ㅅㅓㅇ ㅅㅓ ㄴㅡㄴ S ㄷㅡㄹ ㅇㅓ S ㄷㅡㄹ ㅇㅓ S ㄷㅏ S ㅇㅣㄹ ㅂㅏㄴ ㅇㅣㄴ ㄷㅡㄹ ㅇㅡㄴ S ㅇㅓ ㄸㅓㄴ S ㄴㅡ ㄹㅕ ㄱㅏ S ㅂㅏ ㅇㅔ ㄴㅡㄴ S ㅇㅣ ㄱㅓ ㄲㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/171_003_2079.wav,ㅇㅢ ㄹㅛ ㄱㅖ ㅇㅢ S ㅇㅕㄴ ㄱㅜ ㅇㅝㄴ ㄷㅡㄹ ㅇㅡㄴ S ㅇㅏ ㅅㅡ ㅍㅔ ㄹㅡ ㄱㅓ S ㅈㅡㅇ ㅎㅜ ㄱㅜㄴ ㅇㅣ S ㄱㅏ ㅂㅕ ㅇㅜㄴ S ㅎㅕㅇ ㅌㅐ ㅇㅢ S ㅈㅏ ㅍㅖ ㅈㅡㅇ ㅇㅣㄴ ㅈㅣ S ㅇㅏ ㄴㅣ ㅁㅕㄴ S ㅈㅓㄴ ㅎㅕ S ㄷㅏ ㄹㅡㄴ S ㅈㅏㅇ ㅇㅐ ㅇㅣㄴ ㅈㅣ S ㅎㅘㄱ ㅅㅣㄹ ㅎㅏㄴ S ㄱㅕㄹ ㅈㅓㅇ ㅇㅡㄹ S ㄴㅐ ㄹㅣ ㅈㅣ S ㅁㅗㅅ ㅎㅏ ㄱㅗ S ㅇㅣㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/171_003_2079.wav,ㅇㅣ ㄱㅔ S ㅇㅣ S ㅇㅕㄴ ㄱㅜ ㅇㅝㄴ ㄷㅡㄹ ㅇㅡㄴ S ㅇㅏ S ㅎㅐ ㅅㅓ S ㅈㅜㅇ ㄱㅜㄱ ㅂㅜㄴ ㅇㅣ S ㄱㅏ S ㄱㅕ ㅇㅜ S ㅎㅕㅇ ㅌㅐ ㅇㅔ S ㅈㅏㄱ ㅎㅐ ㅈㅣ ㅁㅣㄴ ㅈㅣ S ㄱㅏㄴ ㅇㅣ ㅁㅕㄴ S ㅈㅓㄴ ㅎㅕ S ㄷㅏ ㄹㅡㄴ S ㅈㅏㅇ ㅇㅣㄴ ㅇㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/189_003_2271.wav,ㄱㅡㅁ ㅇㅠㅇ ㅌㅣㅁ S ㄷㅏ ㅇㅡㅁ S ㄷㅏㄹ ㅂㅜ ㅌㅓ S ㄴㅗㅇ ㅎㅕㅂ S ㅅㅣㄴ ㅎㅕㅂ S ㅅㅜ ㅎㅕㅂ S ㄷㅡㅇ S ㅅㅏㅇ ㅎㅗ ㄱㅡㅁ ㅇㅠㅇ ㄱㅝㄴ ㄱㅘ S ㅅㅐ ㅁㅏ ㅇㅡㄹ ㄱㅡㅁ ㄱㅗ ㅇㅔ ㄷㅗ S ㅇㅕ ㅅㅣㄴ ㅅㅣㅁ ㅅㅏ S ㄱㅏ ㅇㅣ ㄷㅡ ㄹㅏ ㅇㅣㄴ ㅇㅣ S ㄷㅗ ㅇㅣㅂ ㄷㅚㄴ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/189_003_2271.wav,ㄴㅏ ㄴㅡㄴ S ㅊㅣ ㅇㅣㄴ S ㅅㅏ ㄹㅏㅁ S ㅅㅏㄹ ㅂㅜ ㅌㅓ S ㅈㅣ ㅇㅕㄱ S ㅅㅣ ㄹㅕㄱ S ㅅㅣ ㄹㅕㄱ ㅇㅡㄴ S ㅅㅓ ㅇㅜㄹ S ㅇㅢ ㅇㅛㄱ S ㄱㅘ ㄱㅏ S ㅅㅔ S ㅁㅏㄹ ㅎㅏ ㄴㅡㄴ ㄱㅓ ㅇㅔ ㄷㅗ S ㅇㅕ ㅅㅣㄴ S ㅅㅣㄴ ㅅㅏ S ㄱㅏ ㄷㅡ ㄹㅏ ㅇㅣㄴ ㅇㅣ S ㄷㅗ ㅇㅣㅂ ㄷㅚㄴ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/196_003_2565.wav,ㅇㅜ S ㅈㅓㄴ S ㅅㅜ ㅅㅓㄱ ㅇㅡㄴ S ㅌㅡㄱ ㄱㅓㅁ S ㅊㅜㄹ ㅂㅓㅁ S ㅇㅣ ㅎㅜ S ㅈㅜㄹ ㄱㅗㄷ S ㅅㅏ ㅂㅓㅂ ㅊㅓ ㄹㅣ S ㄷㅐ ㅅㅏㅇ ㅇㅔ S ㅍㅗ ㅎㅏㅁ ㄷㅚㄹ ㅈㅣ S ㄱㅘㄴ ㅅㅣㅁ ㅇㅡㄹ S ㅂㅏㄷ ㅇㅏ ㅇㅘㅆ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/196_003_2565.wav,ㄱㅗ ㅈㅓㅇ S ㅅㅜ ㅅㅓㄱ ㅇㅡㄴ S ㅌㅡㄱ ㄱㅏㅇ ㅈㅜ ㅇㅝㄴ ㅇㅣ S ㅇㅗ S ㅊㅣㄹ S ㄱㅜ S ㅅㅏ ㄱㅏ S ㅊㅏ ㄹㅖ ㅇㅔ S ㄷㅐ ㅅㅏㅇ ㅇㅔ S ㅍㅗ ㅎㅏㅁ ㄷㅚ ㄴㅡㄴ S ㅇㅣ ㅈㅔ S ㄱㅘㄴ ㅅㅣㅁ ㅇㅡㄹ S ㄱㅏ ㅈㅕ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/171_003_0761.wav,ㄱㅡ ㄹㅓ ㄴㅣ ㄲㅏ S ㅎㅏㄴ ㅂㅓㄴ ㅇㅔ S ㅇㅣ ㅂㅐㄱ S ㅁㅏ ㄹㅣ ㅆㅣㄱ S ㅈㅏㅂ ㅇㅏ ㄱㅏ ㅅㅣ ㄴㅡㄴ S ㅂㅜㄴ ㄷㅡㄹ ㄷㅗ S ㅇㅣㅆ ㅇㅓ ㅇㅛ
/home/beomgon/DeepSpeech/data/Zeroth/clips/171_003_0761.wav,ㄱㅡ ㄹㅓ ㄴㅣ ㄲㅏ S ㅇㅏ S ㅎㅏㄴ S ㅂㅓㄴ ㅇㅔ S ㅇㅣ ㄱㅔ S ㅁㅏㄹ ㅇㅣ S ㅅㅣ S ㅈㅏ ㅂㅏ S ㅎㅏ ㄴㅡㄴ S ㅂㅜㄴ ㄷㅡㄹ ㅇㅡㄴ S ㅇㅣ S ㅅㅜ ㅅㅏ ㅇㅛ
/home/beomgon/DeepSpeech/data/Zeroth/clips/197_003_1035.wav,ㅅㅏ ㄷㅗ ㄷㅡㄹ ㅇㅣ S ㄷㅗ ㅇㅜㅁ ㅇㅡㄹ S ㅊㅓㅇ ㅎㅏ ㅈㅏ S ㅇㅖ ㅅㅜ ㄲㅔ ㅅㅓ ㄴㅡㄴ S ㅇㅣㄹ ㅇㅓ ㄴㅏ S ㅂㅏ ㄹㅏㅁ ㅇㅡㄹ S ㄲㅜ ㅈㅣㅈ ㅇㅡ ㅅㅣ ㅁㅕ S ㅂㅏ ㄷㅏ ㄷㅓ ㄹㅓ S ㅈㅏㅁ ㅈㅏㅁ ㅎㅏ ㅇㅕ ㄹㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/197_003_1035.wav,ㄱㅏ ㅈㅗㄱ ㄷㅡㄹ ㅇㅣ S ㄷㅗㅇ ㅎㅐㅇ ㅇㅡㄹ S ㅊㅓㅇ ㅎㅏ ㅈㅏ S ㅇㅔ ㅅㅡ ㅇㅔ ㅅㅓ ㄴㅡㄴ S ㅇㅣ ㄱㅓ ㄴㅏ S ㅍㅏㄹ ㅇㅏ ㅇㅡㄹ S ㄲㅗ ㅈㅣ S ㅈㅔ ㅅㅣ ㅁㅕ S ㅂㅏㄷ ㅇㅏ ㅅㅓ S ㅇㅓ S ㄷㅏㅇ ㅈㅏㅇ S ㅎㅏ ㅇㅕ S ㅇㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/132_003_1101.wav,ㅇㅣ ㅅㅔ ㅇㅜ S ㅈㅓㄴ ㅊㅔ ㅈㅓㄱ ㅇㅡ ㄹㅗ S ㄷㅜ S ㅂㅜㄴ ㅇㅣ S ㅂㅕㅇ ㅇㅝㄴ ㅇㅔ S ㅈㅣ ㄱㅡㅁ S ㅇㅣㅂ ㅇㅝㄴ ㅎㅏ ㅅㅕㅆ ㅇㅓㅆ ㄴㅡㄴ ㄷㅔ ㅇㅛ
/home/beomgon/DeepSpeech/data/Zeroth/clips/132_003_1101.wav,ㄱㅡ ㅈㅣ S ㅈㅓㄴ ㅊㅔ ㅈㅓㄱ ㅇㅡ ㄹㅗ S ㅂㅜ ㅂㅜㄴ ㅇㅣ S ㅂㅕㅇ ㅇㅝㄴ ㅇㅔ S ㄱㅣ ㄷㅗㅇ S ㅇㅣ ㄱㅓ S ㄷㅏ ㅊㅕㅆ ㅇㅓ ㄴㅡㄴ S ㄴㅐ ㅇㅛ S ㅇㅛ
/home/beomgon/DeepSpeech/data/Zeroth/clips/178_003_2143.wav,ㅈㅣ ㄴㅏㄴ ㄷㅏㄹ S ㅇㅣ ㅅㅣㅂ S ㄱㅜ S ㅇㅣㄹ S ㅁㅣㄴ ㄴㅗ ㅊㅗㅇ S ㄱㅘㄴ ㄱㅖ ㅈㅏ ㄷㅡㄹ ㅇㅣ S ㄱㅛ ㄷㅐ ㅎㅏㄹ S ㄸㅐ S ㄱㅏ S ㅅㅓㄲ ㅇㅕ S ㄷㅡㄹ ㅇㅓ ㄱㅏㄴ S ㄱㅓㅅ ㅇㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/178_003_2143.wav,ㅇㅓ S ㅈㅣ ㄴㅏㄴ S ㄷㅏㄹ S ㅇㅣ ㅅㅣㅂ S ㄱㅜ ㅇㅣㄹ S ㅇㅣㄴ ㄱㅏ S ㅈㅓㄴ ㅂㅓㅁ ㄱㅣ ㅈㅏ ㄷㅡㄹ ㅇㅣ S ㄱㅏ ㅈㅏ S ㅎㅏㄹ S ㄸㅐ S ㄱㅡ S ㄴㅏ S ㅅㅏ ㅂㅐ S ㄷㅡㄹ ㅇㅓ S ㅎㅏㄴ S ㄱㅓㅅ ㅇㅣ ㄷㅏ S ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/184_003_0076.wav,ㄱㅏ ㅈㅏㅇ S ㅃㅏ ㄹㅡㄴ S ㄱㅣㄹ ㅇㅡㄹ S ㅊㅏㅈ ㅇㅡ ㄹㅕ ㄱㅗ S ㅇㅐ ㅌㅐ ㅇㅜ ㄴㅡㄴ S ㅇㅜㄴ ㅈㅓㄴ ㅈㅏ ㄷㅡㄹ ㅂㅗ ㄷㅏ ㄴㅡㄴ S ㄴㅡ ㄱㅡㅅ ㅎㅏㄴ S ㅇㅜㄴ ㅈㅓㄴ ㅈㅏ ㄷㅡㄹ ㅇㅣ S ㅅㅣㄹ ㅈㅔ ㄹㅗ ㄴㅡㄴ S ㄱㅛ ㅌㅗㅇ S ㅊㅔ ㅈㅡㅇ ㅇㅔ S ㄷㅓ S ㅈㅏㄹ S ㄷㅐ ㅊㅓ ㅎㅏㄴ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/184_003_0076.wav,ㄱㅏ ㅈㅏㅇ S ㅂㅏㄴ ㅇㅡㄴ S ㅈㅣ ㄱㅡㅁ S ㅈㅏ ㅈㅔ ㄹㅕㄱ ㄱㅗ ㅇㅔ S ㅌㅐ ㅇㅜ ㅁㅕㄴ S ㅇㅜ ㅈㅜ ㅎㅏ ㅁㅏ ㅂㅗ ㄷㅏ ㄴㅡㄴ S ㄴㅡ ㄱㅡㅅ ㅎㅏㄴ S ㅁㅜ ㅅㅏ ㄷㅡㄹ ㅇㅣ S ㅅㅣㄹ ㅈㅔ S ㅇㅗㄴ S ㄱㅡ S ㅌㅗㅇ S ㅊㅓ ㅈㅣㄴ ㅇㅣ S ㅂㅜ ㅇㅓ S ㅈㅏ ㅇㅕㄴ S ㅈㅏ ㅊㅏ S ㅎㅏㄴ S ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/157_003_1725.wav,ㅈㅣ ㅎㅏ ㅊㅓㄹ S ㅇㅣㄹ S ㅎㅗ ㅅㅓㄴ ㄱㅘ S ㅊㅣㄹ S ㅎㅗ ㅅㅓㄴ ㅇㅣ S ㅁㅏㄴ ㄴㅏ ㄴㅡㄴ S ㄱㅜ ㄹㅗ ㄱㅜ S ㅇㅗㄴ ㅅㅜ ㄷㅗㅇ ㄷㅗ S ㅍㅕㅇ ㄷㅏㅇ S ㅂㅣ ㅇㅛㅇ ㅇㅣ S ㅅㅏㅁ S ㅁㅏㄴ S ㅇㅠㄱ ㅊㅓㄴ S ㅇㅝㄴ S ㅈㅓㅇ ㄷㅗ ㄹㅗ S ㅈㅓ ㄹㅕㅁ ㅎㅐㅆ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/157_003_1725.wav,ㅅㅏㅇ ㅎㅏ ㅊㅏ S ㅇㅣ ㅇㅓ ㅅㅓ S ㄱㅏ ㅈㅣ ㄱㅗ ㅅㅓ ㄴㅡㄴ S ㅎㅏ ㄴㅏ S ㄱㅡ ㄹㅓ ㄱㅗ S ㅅㅗㅇ ㄷㅗ S ㅅㅓㅇ ㄷㅏㅇ S ㅂㅣ ㅇㅛㅇ ㅇㅣ S ㅅㅏ ㅁㅏㄴ S ㅇㅣ ㅊㅓㄴ ㅇㅡㄹ S ㅈㅓㅇ ㄷㅗ ㄹㅗ S ㅊㅓ ㄹㅣ ㄷㅙㅆ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/200_003_0509.wav,ㅌㅡㄱ ㄱㅓㅁ ㅌㅣㅁ ㅇㅡㄴ S ㅇㅣ S ㅂㅜ ㅎㅚ ㅈㅏㅇ S ㅈㅗ ㅅㅏ S ㄱㅕㄹ ㄱㅘ ㄹㅡㄹ S ㅌㅗ ㄷㅐ ㄹㅗ S ㄱㅡㅁ ㅁㅕㅇ ㄱㅏㄴ S ㄱㅜ ㅅㅗㄱ ㅇㅕㅇ ㅈㅏㅇ S ㅊㅓㅇ ㄱㅜ S ㅇㅕ ㅂㅜ ㄹㅡㄹ S ㅍㅗ ㅎㅏㅁ ㅎㅏㄴ S ㅅㅏ ㅂㅓㅂ ㅊㅓ ㄹㅣ S ㅂㅏㅇ ㅇㅏㄴ ㅇㅡㄹ S ㄱㅓㅁ ㅌㅗ S ㅈㅜㅇ ㅇㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/200_003_0509.wav,ㅇㅏ ㅎㅏ S ㄱㅡ ㄴㅡㄴ S ㅇㅣ S ㅂㅜ ㅎㅚ ㅈㅏㅇ S ㄷㅗ ㅅㅏ ㄱㅕㄴ ㄷㅏ ㄹㅗ S ㄷㅗ ㄷㅐ ㄹㅗ S ㄱㅡㄴ ㅁㅕㅇ ㄱㅏㄴ S ㄱㅜ ㄷㅗㅇ ㅇㅕㅇ ㅈㅏㅇ S ㅊㅓㅇ ㄱㅜ ㅎㅏㅁ ㅇㅡㄹ S ㅂㅗ ㅇㅏ ㅁㅏㄴ S ㅅㅏ ㄱㅗ S ㅊㅓㄹ ㅇㅣ S ㄱㅏㅇ ㅎㅏ ㄴㅡㄹ S ㄱㅗㅇ ㅌㅓ ㅈㅣㅂ ㅇㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/142_003_0365.wav,ㅈㅣ ㅇㅢ S ㅂㅏㄹ ㅎㅐㅇ ㅇㅣㄴ ㄷㅡㄹ ㅇㅔ ㄱㅔ S ㅍㅕㄴ ㅈㅣ ㄹㅡㄹ S ㅆㅓ ㅅㅓ S ㅇㅣ S ㅁㅜㄴ ㅈㅔ ㅇㅔ S ㄱㅘㄴ ㅎㅐ S ㄷㅗ ㅇㅜㅁ ㅇㅡㄹ S ㅇㅛ ㅊㅓㅇ ㅎㅏㄴ S ㅈㅓㄱ ㅇㅣ S ㅇㅣㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/142_003_0365.wav,ㅇㅏ ㅇㅣ S ㅂㅏ ㄹㅔ ㅇㅣㄴ ㄷㅡㄹ ㅇㅡㄹ S ㅇㅣ S ㅅㅏㅁ S ㄴㅕㄴ ㅇㅡㄹ S ㅅㅓ ㅅㅓ S ㅇㅣㅆ ㄴㅡㄴ ㅈㅣ S ㄱㅏㄴ ㅇㅔ S ㄷㅗ ㅇㅡㄴ ㅈㅣ ㅊㅓㅇ ㅎㅏㄴ S ㅈㅓㄱ ㅇㅣ S ㅇㅣㅆ ㅅㅡㅂ ㄴㅣ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/209_003_0769.wav,ㅅㅏ ㅇㅜ ㅅㅡ ㅊㅏ ㅇㅣ ㄴㅏ ㅁㅗ ㄴㅣㅇ ㅍㅗ ㅅㅡ ㅌㅡ ㄴㅡㄴ S ㅅㅣㅂ S ㅇㅣㄹ S ㅇㅣㄹ S ㅅㅣ S ㅈㅜ ㅅㅓㄱ ㅇㅣ S ㅈㅜㅇ ㄱㅜㄱ S ㄱㅕㅇ ㅈㅔ ㅇㅢ S ㄱㅘ ㄱㅓ S ㅎㅕㄴ ㅈㅐ S ㅁㅣ ㄹㅐ S ㄱㅡ ㄹㅣ ㄱㅗ S ㅅㅔ ㄱㅖ ㄱㅕㅇ ㅈㅔ S ㅅㅗㄱ S ㅇㅕㄱ ㅎㅏㄹ ㅇㅔ S ㄷㅐ ㅎㅏㄴ S ㅈㅏ ㅅㅣㄴ ㅇㅢ S ㅅㅐㅇ ㄱㅏㄱ ㅇㅡㄹ S ㅍㅗ ㄱㅘㄹ ㅈㅓㄱ ㅇㅡ ㄹㅗ S ㅈㅔ ㅅㅣ ㅎㅐㅆ ㄷㅏ ㄱㅗ S ㅍㅕㅇ ㄱㅏ ㅎㅐㅆ ㄷㅏ
/home/beomgon/DeepSpeech/data/Zeroth/clips/209_003_0769.wav,ㅇㅏ ㅇㅜ S ㅅㅡ S ㅅㅏㅇ ㄱㅏ S ㅁㅗ ㅇㅣㄴ S ㄱㅡ S ㅆㅡ ㄴㅡㄴ S ㅅㅣㅂ S ㅇㅣ S ㅇㅣㄹ S ㅅㅣㅂ S ㅅㅣㅂ S ㅇㅓ ㅇㅣ S ㅈㅜ ㄱㅜ S ㄱㅕㅇ ㅈㅔ ㅇㅔ S ㅂㅘ ㅅㅓ S ㅎㅕㄴ ㅈㅐ ㅇㅔ S ㅇㅟ ㅇㅔ S ㅈㅣㄹ ㄹㅣ ㄱㅗ S ㅅㅔ ㄱㅣ ㄷㅗㅇ ㄷㅐ S ㅅㅗ ㄷㅗㄱ ㅎㅏ ㄱㅔ S ㄷㅐ ㅎㅏㄴ S ㄱㅏ ㅅㅡㅁ ㅇㅔ S ㄷㅡㄹ ㅇㅓ ㄱㅏㄹ S ㄱㅗㅇ ㄱㅏㄴ ㅈㅓㄱ ㅇㅡ ㄹㅗ S ㅈㅣ ㅅㅣ ㅎㅐㅆ ㄷㅏ ㄱㅗ S ㅅㅏㅇ ㄱㅏ ㅇㅕㅆ ㄷㅏ
